,DATE,CO2
0,16/12/2022,401.97283935546875
1,17/12/2022,412.05780029296875
2,18/12/2022,407.4508361816406
3,19/12/2022,406.0670562744141
4,20/12/2022,406.0670562744141
5,21/12/2022,415.7626953125
6,22/12/2022,406.0670562744141
7,23/12/2022,406.0670562744141
8,24/12/2022,413.7728576660156
9,25/12/2022,414.6881103515625
10,26/12/2022,406.0670562744141
11,27/12/2022,403.79693603515625
12,28/12/2022,414.3814392089844
13,29/12/2022,375.642578125
14,30/12/2022,401.1445007324219
