,DATE,CO2
0,01/12/2022,417.84100341796875
1,02/12/2022,417.7176818847656
2,03/12/2022,418.4172668457031
3,04/12/2022,417.7155456542969
4,05/12/2022,416.9336853027344
5,06/12/2022,418.0889587402344
6,07/12/2022,418.0308063213642
7,08/12/2022,416.6326599121094
8,09/12/2022,418.1972961425781
9,10/12/2022,417.1900939941406
10,11/12/2022,418.3967590332031
11,12/12/2022,419.15802001953125
12,13/12/2022,418.9273376464844
13,14/12/2022,418.0308063213642
14,15/12/2022,419.1842041015625
